logFC	logCPM	PValue	FDR
gene_1537	-2.5201964853084	4.29479640537322	3.77434183950205e-05	0.000692539787064596
gene_1594	-1.84454723270341	5.17080481110806	3.77841756421077e-05	0.000692652165758161
gene_1928	-2.06886204666477	8.46363663107231	3.78264497041978e-05	0.000692792119124502
gene_1442	-3.93413110104545	4.25044264860303	3.80516062876822e-05	0.000696278248630965
gene_3440	-2.51658076405374	6.47697042581409	3.86073300025488e-05	0.000705801279754092
gene_1674	-1.81238466217792	5.06361028058155	3.86544245659413e-05	0.000706016887049156
gene_419	-2.75798160499346	3.68821374614134	3.89465981111125e-05	0.000710704345093293
gene_398	-1.5858118600149	7.59356716764266	3.9476491435091e-05	0.000719509177802557
gene_3702	2.28463429471641	4.2275959526773	3.95519682714183e-05	0.000719509177802557
gene_3244	-1.61561007488908	7.42287896160205	3.95636728451847e-05	0.000719509177802557
gene_2737	-2.26464919414683	5.12003998194935	3.95730047791406e-05	0.000719509177802557
gene_1264	-1.93002405923024	5.23673266818587	3.97551569247055e-05	0.000722164521793016
gene_367	-1.60179335802084	8.47215241582475	3.98166865840661e-05	0.000722625890817897
gene_3402	-1.67656747400592	9.92200190012385	3.9975252572628e-05	0.000724845921534506
gene_250	-1.63831553227278	6.40493587769584	4.00712647421385e-05	0.000725928709096712
gene_1382	-1.59788900750269	7.17231790981571	4.04659643004737e-05	0.000732415643447487
gene_3257	-1.62212545585926	6.40298170409559	4.07229834738455e-05	0.000736401147809141
gene_3342	-1.59351569724576	11.4684859526432	4.0824829449221e-05	0.000737575961142204
gene_3843	1.90092975436323	5.29062826528652	4.10436892638078e-05	0.00074043940424545
gene_2581	-2.28354981624412	4.20811849253466	4.10573649654102e-05	0.00074043940424545
gene_893	-1.67630996361221	5.96839319058191	4.12886538818139e-05	0.000743939709582233
gene_136	-1.89080323698776	5.21968006565851	4.14755378257251e-05	0.000746634344297482
gene_2813	-1.91536165116713	5.53731109291031	4.15552117448e-05	0.000747114010612314
gene_1738	-1.63616893636282	6.60731519575112	4.15768946905753e-05	0.000747114010612314
gene_3344	-1.9273370035267	5.16593812607666	4.18898962767876e-05	0.000752062769780746
gene_3693	2.12845786438435	4.75258565600256	4.21928062060787e-05	0.000756821635983475
gene_3653	2.16022653071278	5.03253311418353	4.24011591673097e-05	0.000759814634952345
gene_932	-1.79663694807332	6.48384220848896	4.24356473620885e-05	0.000759814634952345
gene_3310	-1.56653993082358	7.07989848276835	4.25052555055385e-05	0.000760380241601762
gene_1452	-1.84870687510765	5.5177698980907	4.25700561548515e-05	0.000760858912508517
gene_1339	-1.7621697693407	5.3307126717703	4.29281047846266e-05	0.000766573299725475
gene_1486	-1.58521991106235	7.54219804121457	4.30497046335564e-05	0.000768058958671836
gene_2908	-1.6172546438071	6.29982971098606	4.31325685775828e-05	0.000768851489796485
gene_265	-1.9398477186651	6.88048415819311	4.31984192264114e-05	0.000769339612224602
gene_2312	-1.52168110458588	8.80027552299431	4.34815743730356e-05	0.000773693494182128
gene_1550	-1.82160224131136	6.65734579264007	4.36256734114233e-05	0.000775567527314191
gene_976	-1.87394818627646	5.09641102912807	4.5345017144115e-05	0.000805417711263144
gene_1054	-1.82335094877952	7.22180281196951	4.5634107224925e-05	0.000809833313663265
gene_574	-3.14463498673586	4.62789888653152	4.57113334069555e-05	0.000810484634875098
gene_1231	-1.64468842229288	8.00122054865542	4.59324384616307e-05	0.000813683586565645
gene_1314	-1.91875368538393	4.89821737470896	4.6013693531861e-05	0.000813886673838624
gene_2582	-1.67856630896833	6.81801188133506	4.60641457714881e-05	0.000813886673838624
gene_507	-1.8728551703658	5.00693538889781	4.60659857392661e-05	0.000813886673838624
gene_1373	-1.5841312246417	6.82320475612059	4.62607943785884e-05	0.000816514422990694
gene_2462	-2.24627587603726	4.33626147594836	4.62963677835723e-05	0.000816514422990694
gene_3543	-3.1780449308707	4.43120148297006	4.64393232116353e-05	0.000818314065403265
gene_867	-1.76768779255844	6.94345902156222	4.65682837224722e-05	0.000819864150043525
gene_957	-1.69603502395206	7.90563668837726	4.67358008000004e-05	0.000822089723834659
gene_2410	-1.81301612040001	7.75338112968915	4.68398791188586e-05	0.000823196469575722
gene_715	-2.12176813849653	6.69230195857878	4.7149199452052e-05	0.000827905170360878
gene_11832	5.84134004427667	4.11400180237491	4.72487816346684e-05	0.000828925993590674
gene_2995	-1.66175373791911	8.31666683189228	4.75662066847479e-05	0.000833763482642382
gene_1825	-2.08046170469475	4.80620984858414	4.77361822090888e-05	0.000836010196306283
gene_1356	-1.73355506151958	5.99750167601703	4.77809255705735e-05	0.000836061689773815
gene_3345	-1.65815040190314	5.69317834936876	4.80890336581511e-05	0.000840717371645998
gene_1153	-1.66639768122096	6.88872268457732	4.81842010219849e-05	0.000841477838200755
gene_1383	-1.64158103888316	11.1701443085623	4.82166801289033e-05	0.000841477838200755
gene_784	-1.95331034791279	7.38912601048856	4.85573174163491e-05	0.00084668382591716
gene_666	-1.62970033784546	6.15479127438522	4.9009942119583e-05	0.000853831744243607
gene_3865	1.77919425147546	6.47895480787721	4.92417696362986e-05	0.00085712392752478
gene_2494	-2.41672176470184	5.19056661807704	4.94763292695056e-05	0.000860457900339227
gene_2858	-1.79192199850646	5.89217724047383	5.03912036637948e-05	0.000875607361664549
gene_2211	-1.91435673847111	5.94683008179586	5.06056233190472e-05	0.000878258486538489
gene_1992	-1.75254054029224	5.43368258951214	5.06316017489439e-05	0.000878258486538489
gene_1188	-1.67641929230105	5.82027414230442	5.08092517807753e-05	0.000880576287361789
gene_816	-1.65151922308189	7.61872484979051	5.10128627978785e-05	0.00088333961554768
gene_1302	-1.85452073592927	5.54313651879058	5.11763465680729e-05	0.000885403919862852
gene_1213	-7.58750997650983	2.53503989760597	5.12874459126705e-05	0.000886559134186179
gene_1781	-2.12267888749742	4.85894878763688	5.15112881101704e-05	0.000889659552852683
gene_2957	-1.92659796331328	4.90430088159459	5.1968657130794e-05	0.000896242147967263
gene_1973	-1.89469756941657	5.03890188638734	5.19820445821013e-05	0.000896242147967263
gene_2533	-1.62774174828905	6.14113245894587	5.22295270902144e-05	0.000899733455473116
gene_3566	-1.78789796571736	5.67714313471268	5.2439055393726e-05	0.000902565497310259
gene_393	-1.5235037666535	7.9055716739872	5.25943712180741e-05	0.000904460382082099
gene_2061	-1.74299146368748	8.10124664842634	5.29762027175389e-05	0.000910244032947404
gene_1665	-1.60565006445783	6.01078804984157	5.3223236116198e-05	0.000913703624312412
gene_2782	-2.69200263778253	3.69628541430754	5.35832057004404e-05	0.00091909443740035
gene_2732	-2.00466397299006	4.72704994701926	5.41761842883574e-05	0.000928469310854455
gene_869	-1.64133612746283	6.9135405304522	5.43095101912299e-05	0.000929957366288183
gene_3140	-1.91801579734315	4.8462430487466	5.44380394173335e-05	0.000931360811246081
gene_1010	-1.65458660637252	8.3152982944538	5.48380646469864e-05	0.000937402814478401
gene_171	-1.90252733329029	6.43424787402808	5.49393286792469e-05	0.000938331830559298
gene_2294	-2.97630489352842	3.73549658887028	5.56449528851081e-05	0.000949572574831196
gene_560	-1.68183547286868	7.00028707456233	5.57029321611969e-05	0.000949751614001652
gene_1833	-2.03400314009103	4.73003743834554	5.57699051381296e-05	0.000950083562830146
gene_3573	-1.96196051192793	7.04920906832943	5.5935887666448e-05	0.000952100215599116
gene_941	-1.81149741300946	6.48473081024252	5.61078335338328e-05	0.000954214856017564
gene_3311	-1.92531522399979	4.79859303397452	5.6969695094495e-05	0.000968049194468905
gene_1461	-1.65661355827839	5.96757069017863	5.7235841392874e-05	0.000971746033834872
gene_1703	-3.7912005110269	3.13264511725656	5.7381516887814e-05	0.000973392992159695
gene_2878	-1.81911605900819	5.02561987679982	5.76233292629243e-05	0.000976666597676683
gene_573	-1.6279341690797	9.67408280305281	5.77605306670567e-05	0.000978163093430257
gene_376	-1.7668101902647	5.31115010936922	5.79168457769203e-05	0.000979980469998651
gene_680	-1.80004037353769	5.78364083411949	5.82395007004744e-05	0.000984606943372349
gene_617	-1.65111373677569	5.92096914550462	5.88553263490288e-05	0.000994177809949811
gene_2526	-1.97811525665677	5.4144920469293	5.93759857554302e-05	0.00100174665030568
gene_2483	-1.99725862116051	6.42566375047661	5.94035763631268e-05	0.00100174665030568
gene_1377	-1.9897538041737	5.82460770985457	6.00507702209625e-05	0.00101180741737089
gene_158	-1.57703809016301	7.40640409476692	6.05099005598846e-05	0.00101868519461085
gene_9199	-1.97659705197134	6.23457091411883	6.07376561377419e-05	0.00102165948087034
gene_967	-1.85827119275058	6.87137201829608	6.08205972356989e-05	0.00102219491152435
gene_1025	-1.51251560774262	11.2447730168228	6.09479142426158e-05	0.00102347463043855
gene_1511	-1.81662503129977	5.13605531416055	6.10973428824817e-05	0.0010251232027262
gene_2645	-2.12676294972013	5.32278353295296	6.11540464765394e-05	0.00102521452601072
gene_1672	-1.77431847283728	5.6109315719639	6.1221459572621e-05	0.00102548508496853
gene_1101	-1.94059850499526	5.56761821603531	6.2185392259755e-05	0.00104075970309213
gene_3014	-1.96053271199215	4.611263414347	6.22912071821221e-05	0.00104165898297863
gene_820	-1.84303827591888	5.33383141935556	6.26909539641528e-05	0.00104746790249211
gene_19018	-3.49324344560031	3.5672054102768	6.29013957171085e-05	0.00105010677324054
gene_2329	-2.89255998518416	7.64205724139964	6.31630927348229e-05	0.00105359620908795
gene_874	-1.94285272425644	6.44249595341476	6.40302641171272e-05	0.00106712289602628
gene_2261	-1.86565918666976	4.84054501315516	6.40807299063783e-05	0.00106712289602628
gene_1112	-1.65049854909648	8.02408781292991	6.41512224143929e-05	0.00106740802686178
gene_1508	-1.90481165607588	5.00077013368718	6.54804650854891e-05	0.00108861953591836
gene_3984	1.74338407520301	5.15922636905441	6.56445526968583e-05	0.00109044107469864
gene_1283	-1.71273769260493	6.18062833030756	6.57173877144338e-05	0.00109050229306212
gene_15196	3.05976489331003	6.48799121058172	6.57572882716459e-05	0.00109050229306212
gene_6052	1.75497387590716	8.66459221703975	6.62126114209456e-05	0.00109714351981683
gene_2296	-1.78084552829384	8.03772317410431	6.68644873942096e-05	0.00110702793699023
gene_641	-1.61971780562698	6.54543068912868	6.69655534103509e-05	0.00110717173393871
gene_1879	-1.98178537656967	5.26339442835383	6.69838899032922e-05	0.00110717173393871
gene_2416	-1.60017015710443	7.26768524096672	6.76117659146366e-05	0.00111662701758277
gene_288	-1.90713793961847	6.43782923944114	6.80693313543457e-05	0.001123256292976
gene_394	-1.71171662082089	5.29270344089249	6.81904811459963e-05	0.00112432780125303
gene_2505	-1.53874923978823	6.73291062360222	6.86469612930479e-05	0.00113092193234016
gene_670	-1.72646917831196	5.77782789111487	6.93205034915561e-05	0.00114071208869022
gene_1084	-1.91891077271237	6.85945811768835	6.93552949923656e-05	0.00114071208869022
gene_2380	-1.69259841046199	5.70202175785315	6.97701719329207e-05	0.00114659280086969
gene_2642	-1.93077240985959	5.12591200071954	7.07667711115583e-05	0.0011620159460026
gene_2243	-1.73992679811628	6.29702097214216	7.1027337565476e-05	0.00116533777794054
gene_3755	6.25291332946845	4.14457812659131	7.11680568011909e-05	0.00116576596724931
gene_3718	2.45002088854122	5.37428968815447	7.11700123005704e-05	0.00116576596724931
gene_2304	-1.95720056692073	5.23066902565621	7.12841774071137e-05	0.00116668048129482
gene_1000	-1.67085248406128	5.56097286751227	7.13788187186352e-05	0.00116727422270867
gene_1030	-1.68892562746608	6.58382462259895	7.20752324390372e-05	0.00117701760292608
gene_2612	-1.55899725940561	7.00826221270824	7.21342222897302e-05	0.00117701760292608
gene_3787	1.97392576051525	4.63059780538592	7.21511790593689e-05	0.00117701760292608
gene_2682	-2.3158850550691	4.23382513214761	7.25541686245426e-05	0.00118262703544487
gene_818	-1.72445302430309	6.92532495450759	7.2797608121071e-05	0.00118562879676011
gene_1427	-1.52500662794902	6.8268733894232	7.2979994445574e-05	0.00118763213092879
gene_2729	-1.66209575178936	5.98557953093725	7.30467176347579e-05	0.00118775150625623
gene_243	-2.14323737183474	5.00490046024467	7.34542936202585e-05	0.00119324896956788
gene_58	-2.78322342856629	5.53460586118268	7.35041365253817e-05	0.00119324896956788
gene_1756	-2.12463300849685	4.48635496091535	7.36881178903594e-05	0.00119526549700502
gene_3329	-1.91914083382116	4.82958713274877	7.42503541902547e-05	0.00120340930616296
gene_1826	-2.05856953915387	4.50823144707721	7.44329070831809e-05	0.00120539120782479
gene_2698	-1.70019918562462	6.28412734366905	7.4755455408637e-05	0.00120908644827538
gene_2928	-1.73655254196833	7.0692459479023	7.47819968258324e-05	0.00120908644827538
gene_2335	-6.7731383844542	1.86886499214662	7.49692269671865e-05	0.00121113452289477
gene_1290	-1.59168667670294	6.05212451238473	7.52496937696732e-05	0.00121468432235146
gene_2846	-1.89241252528769	4.7179862090601	7.53136806865655e-05	0.00121473678526719
gene_2724	-1.66932427835746	6.95243743649825	7.63917968546785e-05	0.0012303763190661
gene_3354	-2.05994733445708	4.27694051286469	7.64063694140048e-05	0.0012303763190661
gene_3871	2.27576716511452	3.93005657286159	7.67712853810669e-05	0.00123525801095844
gene_3556	-1.72132499287324	5.58957138798942	7.6941430227526e-05	0.00123700048597309
gene_3018	-1.83884671007314	4.90276892401254	7.70587196719489e-05	0.00123789107906745
gene_847	-3.13880255383291	4.06931999362266	7.78206314126858e-05	0.00124912730999496
gene_803	-1.66645960774782	6.87391290145816	7.80191822971008e-05	0.00125131006089977
gene_135	-2.14382196229042	4.22549020774064	7.84339702690234e-05	0.00125695465174717
gene_3421	-1.8144193734629	5.42668883863368	7.87637235525744e-05	0.00126122855968894
gene_2781	-2.39342572066314	4.99710113535026	7.93443278775219e-05	0.00126854773201511
gene_2297	-1.55065163989842	8.58550798266506	7.9347660637545e-05	0.00126854773201511
gene_1174	-1.59305156659607	7.23455585752342	7.96585186821035e-05	0.00127250029843616
gene_1202	-1.81879378799318	4.96573804135368	8.01736473510584e-05	0.00127970706067132
gene_3237	-1.72110624003329	5.36691066994161	8.0422524214446e-05	0.00128265588858765
gene_3185	-1.63913711994544	6.90471186406006	8.10794893335091e-05	0.00129210341567345
gene_3193	-1.95723602433383	6.67582665592075	8.15827734708624e-05	0.00129908874953603
gene_948	-1.49540910381305	8.24224598108787	8.16594482845047e-05	0.00129927523125704
gene_277	-6.222237724526	3.05009628294901	8.18568131892489e-05	0.00130138017788949
gene_1096	-1.78225645213559	6.30617580103369	8.21281862971881e-05	0.00130465744713563
gene_1785	-1.98207104479776	7.48610184954174	8.28127845783538e-05	0.00131448864410085
gene_2575	-1.55171417404095	10.2570162462061	8.29456278126606e-05	0.00131555317704458
gene_1214	-3.48240487205405	2.87564846129449	8.31486763729133e-05	0.00131772862714601
gene_2965	-1.88465042246099	6.70627786157753	8.33981818240668e-05	0.00131978995111862
gene_2621	-1.56824811534345	6.02205664248762	8.34107249106971e-05	0.00131978995111862
gene_2742	-2.36301046688738	4.23774142147823	8.38629645157015e-05	0.00132497184001505
gene_2721	-1.54477311112037	6.9551555618181	8.38707174729527e-05	0.00132497184001505
gene_1894	-1.60481587661175	5.95652705636112	8.40009492192277e-05	0.00132598183455766
gene_1884	-1.67004396571216	6.5033088209652	8.4432784275939e-05	0.00133174738605582
gene_1485	-1.55167928078257	7.06572944937691	8.55930020431034e-05	0.00134898348373685
gene_1836	-1.72055507844443	10.0716372332173	8.6619024073862e-05	0.00136407911927342
gene_1211	-1.59286991829649	6.02734770897353	8.67488022655008e-05	0.00136504802935485
gene_338	-2.82650442233062	3.67966619972172	8.68746098736049e-05	0.00136595298543404
gene_1289	-1.83210107265361	7.094861823707	8.73642174359416e-05	0.0013725721513895
gene_3164	-1.88429224067391	5.48045434832161	8.87202653854592e-05	0.00139278281609826
gene_1784	-2.79621401783956	5.20527330208909	8.90494101702758e-05	0.00139685349286707
gene_18075	-1.85605198913209	5.57513861433775	8.91858519507692e-05	0.00139789736599952
gene_2111	-1.91708870906251	5.23990101521613	8.98900231089725e-05	0.001407831215489
gene_904	-8.34716057485648	3.20635700427842	9.00721069379455e-05	0.00140957913830901
gene_3987	2.35615839708648	5.78427481637982	9.06926390878931e-05	0.00141818043921647
gene_28	-1.60967585314474	5.80138040748924	9.08070994653198e-05	0.00141886092914562
gene_3545	-1.74438884914667	6.26539142348158	9.12751428528978e-05	0.00142506077834345
gene_1927	-1.53026051932766	8.04340352347512	9.2108306728265e-05	0.00143694706284345
gene_2202	-1.80100655583834	9.36267858532573	9.28947172446946e-05	0.00144808600537326
gene_3411	-2.15313805175373	6.2309469921947	9.40679251233361e-05	0.00146523247855664
gene_853	-1.70114029346481	5.57441808486539	9.44423075683129e-05	0.00146991918394261
